loan_id,customer_id,loan_type,principal_amount,interest_rate,tenor_months,disbursement_date,days_past_due,loan_status
LN001076,CUST00050,Personal,12313.0,21.46,12.0,2024-11-02,0,Active
LN001077,CUST01006,Business,1056979.1,18.79,24.0,2024-05-21,0,Active
LN001078,CUST00981,Education,38703.9,16.42,12.0,2025-12-11,20,Active
LN001079,CUST00099,Auto,79201.34,14.21,48.0,2026-03-01,0,Active
LN001080,CUST00928,Business,113348.86,11.65,12.0,2025-08-05,0,Active
LN001081,CUST00475,Education,125708.46,11.7,6.0,2024-09-04,26,Active
LN001082,CUST00964,Personal,1021436.57,11.99,12.0,2025-12-12,37,Active
LN001083,CUST00367,Business,25163.85,15.09,60.0,2026-01-25,12,Active
LN001084,CUST00018,Home,808142.76,21.94,60.0,2025-12-08,0,Closed
LN001085,CUST00100,Auto,660179.89,20.88,60.0,2025-12-24,0,Active
LN001086,CUST00932,Auto,124106.35,16.41,6.0,2024-06-04,0,Active
LN001087,CUST00589,Business,351931.56,11.82,60.0,2024-12-07,13,Active
LN001088,CUST01065,Education,502177.15,15.7,36.0,2024-03-18,24,Active
LN001089,CUST01024,Auto,102100.77,13.57,6.0,2024-02-28,0,Active
LN001090,CUST00784,Personal,804101.75,19.0,18.0,2025-07-30,0,Active
LN001091,CUST00302,Auto,322794.36,21.01,60.0,2024-10-05,10,Active
LN001092,CUST00518,Business,589869.81,9.64,24.0,2025-04-19,0,Active
LN001093,CUST00299,Home,17843.18,16.41,18.0,2026-02-18,0,Active
LN001094,CUST00603,Education,1164128.5,17.25,36.0,2024-02-12,0,Active
LN001095,CUST00397,Personal,903439.45,17.59,12.0,2024-12-30,128,Active
LN001096,CUST01068,Business,1087092.55,12.97,24.0,2026-05-08,0,Active
LN001097,CUST01059,Business,22522.54,18.39,24.0,2026-01-26,0,Active
LN001098,CUST01037,Business,109014.27,12.3,60.0,2025-12-26,0,Active
LN001099,CUST00403,Home,73446.55,20.37,24.0,2024-09-08,0,Closed
LN001100,CUST01166,Auto,145529.28,8.6,60.0,2025-03-31,0,Active
LN001101,CUST00335,Business,108432.59,10.66,48.0,2025-09-03,38,Active
LN001102,CUST00164,Home,7018.73,16.9,60.0,2025-02-16,12,Active
LN001103,CUST00678,Education,39637.91,19.45,18.0,2024-07-21,0,Active
LN001104,CUST00503,Business,72046.36,18.92,6.0,2024-02-18,0,Active
LN001105,CUST00829,Home,82904.04,9.68,18.0,2024-10-04,0,Active
LN001106,CUST00510,Education,1016811.58,11.21,6.0,2025-12-27,0,Active
LN001107,CUST00497,Personal,124665.5,21.36,24.0,2024-09-01,60,Active
LN001108,CUST00970,Personal,26481.82,16.27,18.0,2025-06-25,0,Active
LN001109,CUST00439,Auto,167817.59,9.1,60.0,2025-03-18,0,Active
LN001110,CUST00772,Personal,38598.05,21.09,6.0,2026-02-18,31,Active
LN001111,CUST00312,Auto,106573.13,15.82,24.0,2026-05-30,0,Active
LN001112,CUST00732,Personal,8249.59,17.74,6.0,2024-10-24,0,Active
LN001113,CUST00081,Auto,26838.08,10.52,60.0,2026-06-01,59,Active
LN001114,CUST01078,Home,104273.4,16.78,36.0,2024-02-01,0,Active
LN001115,CUST01055,Auto,40436.5,9.48,36.0,2025-01-09,2,Active
LN001116,CUST00927,Home,415858.85,19.54,18.0,2024-12-27,27,Active
LN001117,CUST00634,Auto,25473.06,18.67,12.0,2025-07-02,0,Active
LN001118,CUST00303,Auto,37221.19,9.71,12.0,2025-02-27,10,Active
LN001119,CUST00892,Education,1045949.04,9.84,48.0,2026-01-27,10,Active
LN001120,CUST00321,Personal,425830.25,10.24,18.0,2025-11-17,0,Active
LN001121,CUST00950,Home,33041.2,13.31,60.0,2025-04-20,0,Active
LN001122,CUST01161,Auto,33764.08,11.68,6.0,2025-11-25,74,Closed
LN001123,CUST00288,Business,112775.84,20.2,24.0,2024-12-23,90,Active
LN001124,CUST00739,Education,24239.38,10.67,60.0,2025-06-15,0,Closed
LN001125,CUST00433,Education,111045.23,15.33,48.0,2025-06-26,0,Active
LN001126,CUST00403,Personal,1132971.19,21.33,48.0,2024-04-04,0,Active
LN001127,CUST00092,Business,563900.02,15.16,6.0,2025-06-26,26,Closed
LN001128,CUST01172,Education,81347.33,19.73,60.0,2025-07-14,0,Active
LN001129,CUST01187,Personal,499964.85,16.23,18.0,2025-04-23,0,Closed
LN001130,CUST00881,Home,50983.84,13.01,60.0,2026-03-16,0,Active
LN001131,CUST00628,Business,47717.65,12.62,6.0,2024-07-22,145,Active
LN001132,CUST00797,Auto,18818.95,8.97,18.0,2024-05-19,0,Active
LN001133,CUST00983,Home,62008.88,13.31,12.0,2026-02-20,0,Active
LN001134,CUST00336,Home,1163793.81,11.99,60.0,2026-02-22,0,Active
LN001135,CUST00249,Home,51650.72,11.28,6.0,2025-09-29,120,Active
LN001136,CUST01095,Business,172207.31,18.97,6.0,2024-12-25,9,Active
LN001137,CUST00388,Personal,14224.07,18.52,48.0,2025-09-18,80,Active
LN001138,CUST00299,Education,1045169.78,20.3,36.0,2025-12-19,0,Active
LN001139,CUST00798,Education,908817.75,20.73,60.0,2026-02-15,43,Active
LN001140,CUST00138,Business,27186.36,9.61,60.0,2025-10-12,15,Active
LN001141,CUST00928,Home,45477.42,13.58,36.0,2026-05-29,0,Active
LN001142,CUST00016,Auto,722065.91,17.98,6.0,2025-02-12,50,Active
LN001143,CUST01134,Home,16927.13,17.57,60.0,2024-05-19,0,Active
LN001144,CUST01100,Personal,269328.34,21.99,6.0,2025-08-05,0,Active
LN001145,CUST00778,Business,124295.58,12.55,18.0,2025-08-18,226,Written Off
LN001146,CUST00054,Personal,448908.48,18.71,12.0,2025-07-01,60,Active
LN001147,CUST00542,Auto,231357.81,9.88,6.0,2025-07-11,19,Active
LN001148,CUST01127,Education,33683.11,19.32,60.0,2026-03-12,88,Active
LN001149,CUST00827,Personal,80628.7,20.33,24.0,2025-07-17,9,Active
LN001150,CUST00009,Business,121810.8,15.08,6.0,2025-01-29,43,Active
LN001151,CUST00508,Auto,101261.9,15.79,12.0,2025-06-24,19,Active
LN001152,CUST00260,Education,26541.98,8.94,60.0,2024-05-07,0,Active
LN001153,CUST00385,Personal,909496.82,19.79,12.0,2024-11-18,0,Active
LN001154,CUST00279,Education,466234.37,13.53,24.0,2024-10-05,0,Active
LN001155,CUST01020,Education,53106.29,21.82,24.0,2026-02-04,0,Active
LN001156,CUST00246,Personal,7377.17,16.95,12.0,2025-09-20,0,Active
LN001157,CUST00447,Personal,1028261.72,15.61,36.0,2026-02-06,23,Active
LN001158,CUST00916,Personal,93007.29,12.8,48.0,2026-01-02,41,Active
LN001159,CUST00413,Business,10234.93,21.6,12.0,2026-01-03,0,Active
LN001160,CUST00561,Personal,992832.28,12.51,18.0,2026-04-12,0,Active
LN001161,CUST01074,Personal,302910.08,17.18,24.0,2025-11-05,65,Active
LN001162,CUST01085,Home,121756.94,10.6,24.0,2024-10-09,0,Active
LN001163,CUST00800,Auto,1034303.42,9.48,24.0,2025-12-19,0,Active
LN001164,CUST01130,Personal,46401.8,17.28,12.0,2024-08-13,0,Active
LN001165,CUST01058,Personal,1145249.4,13.05,24.0,2024-04-28,0,Active
LN001166,CUST00501,Education,27343.19,10.16,60.0,2024-11-09,30,Active
LN001167,CUST00306,Education,72126.14,19.34,60.0,2025-07-01,0,Active
LN001168,CUST00871,Home,534878.75,10.54,60.0,2024-06-19,21,Active
LN001169,CUST00197,Auto,892589.74,13.45,36.0,2025-02-03,71,Closed
LN001170,CUST00683,Education,809616.93,21.81,24.0,2025-10-11,0,Closed
LN001171,CUST00090,Education,121488.67,20.8,24.0,2025-02-08,109,Active
LN001172,CUST00453,Home,22041.65,19.88,12.0,2025-10-25,0,Active
LN001173,CUST00922,Auto,103747.69,20.57,18.0,2026-02-26,3,Active
LN001174,CUST00494,Home,139573.03,18.5,48.0,2025-01-30,0,Active
LN001175,CUST00444,Personal,787052.01,19.27,6.0,2025-06-28,0,Active
LN001176,CUST00731,Auto,240442.56,10.85,48.0,2024-11-09,0,Closed
LN001177,CUST00353,Personal,63872.02,15.92,48.0,2025-10-05,7,Active
LN001178,CUST00921,Personal,100545.74,11.41,12.0,2024-09-06,0,Active
LN001180,CUST00861,Auto,129529.97,9.81,60.0,2026-03-07,0,Active
LN001181,CUST00546,Education,20750.31,21.03,48.0,2024-12-16,77,Active
LN001182,CUST00676,Education,726882.42,17.31,60.0,2025-12-22,0,Active
LN001183,CUST00912,Education,532794.75,11.13,18.0,2025-07-13,0,Active
LN001184,CUST00770,Education,39298.44,18.13,6.0,2025-02-10,0,Active
LN001185,CUST00232,Education,44047.54,14.33,24.0,2025-01-27,27,Active
LN001186,CUST00259,Education,145656.8,13.76,36.0,2026-04-11,0,Closed
LN001187,CUST00192,Education,485706.89,20.4,18.0,2025-09-07,0,Active
LN001188,CUST00452,Education,37605.11,12.71,6.0,2024-08-19,0,Active
LN001189,CUST00660,Home,614787.59,19.0,48.0,2025-12-15,177,Closed
LN001190,CUST00050,Home,21928.57,13.46,6.0,2026-05-01,0,Active
LN001191,CUST00985,Education,88373.05,15.58,60.0,2025-03-09,2,Active
LN001192,CUST00724,Personal,432911.42,21.1,48.0,2025-05-09,47,Active
LN001193,CUST00303,Education,34147.4,8.9,36.0,2024-07-17,0,Active
LN001194,CUST00592,Personal,29558.74,13.35,60.0,2024-09-03,0,Active
LN001195,CUST00101,Auto,30591.61,14.02,18.0,2024-07-24,0,Active
LN001196,CUST00308,Personal,205345.28,18.18,36.0,2025-05-11,0,Active
LN001197,CUST00101,Auto,684141.28,18.55,60.0,2025-07-19,43,Active
LN001198,CUST00833,Education,41870.76,12.36,24.0,2025-09-28,48,Active
LN001199,CUST01077,Personal,52170.19,19.63,6.0,2026-01-24,0,Closed
LN001200,CUST00255,Personal,17314.99,21.73,48.0,2024-12-07,0,Active
LN001201,CUST00971,Auto,895223.94,15.5,36.0,2025-09-20,0,Active
LN001202,CUST00318,Business,46434.69,21.57,12.0,2026-03-26,10,Active
LN001203,CUST00630,Personal,631115.05,17.59,12.0,2025-08-01,0,Active
LN001204,CUST01083,Home,639011.86,14.84,6.0,2025-10-25,155,Closed
LN001205,CUST00799,Home,79210.52,10.72,60.0,2025-06-03,58,Active
LN001206,CUST00756,Auto,1021713.03,13.07,48.0,2024-11-22,0,Active
LN001207,CUST00773,Home,1107817.95,9.03,60.0,2025-04-06,47,Active
LN001208,CUST00463,Auto,48553.91,20.51,18.0,2026-02-10,17,Active
LN001209,CUST00275,Personal,706554.96,11.83,60.0,2024-09-15,11,Closed
LN001210,CUST00490,Home,79749.92,18.53,12.0,2025-10-23,0,Active
LN001211,CUST00455,Personal,56369.7,14.08,6.0,2024-02-27,0,Active
LN001212,CUST01115,Auto,117520.91,12.25,12.0,2024-09-18,21,Active
LN001213,CUST00463,Personal,84764.61,20.07,60.0,2025-04-11,3,Active
LN001214,CUST00671,Education,1076563.25,20.29,24.0,2026-02-24,55,Active
LN001215,CUST00379,Personal,27769.1,12.75,6.0,2024-02-12,11,Active
LN001216,CUST00027,Home,86571.51,13.26,24.0,2024-06-27,0,Active
LN001217,CUST00246,Education,13962.06,14.23,6.0,2025-04-02,13,Active
LN001218,CUST00638,Personal,39287.05,15.32,60.0,2026-03-21,51,Active
LN001219,CUST00814,Personal,7620.7,12.04,18.0,2025-01-29,25,Active
LN001220,CUST00442,Auto,47640.43,18.85,36.0,2024-09-23,0,Active
LN001221,CUST00075,Home,37465.21,21.21,60.0,2024-04-29,0,Active
LN001222,CUST00044,Business,690951.84,16.09,24.0,2025-10-01,0,Active
LN001223,CUST00264,Personal,270479.06,15.65,60.0,2024-03-24,67,Active
LN001224,CUST00815,Personal,37527.76,8.94,60.0,2026-03-03,0,Active
LN001225,CUST00360,Home,97385.99,15.04,18.0,2025-09-14,0,Active
LN001226,CUST00994,Auto,729272.37,21.96,36.0,2024-04-11,17,Active
LN001227,CUST00623,Education,45799.4,11.08,60.0,2026-05-27,140,Active
LN001228,CUST01083,Auto,100005.76,13.19,6.0,2025-04-10,0,Active
LN001229,CUST00925,Education,47695.57,12.12,6.0,2024-06-21,47,Active
LN001230,CUST00586,Business,29215.45,9.45,6.0,2025-11-27,240,Written Off
LN001231,CUST00862,Business,34607.75,19.62,60.0,2024-10-23,52,Active
LN001232,CUST00935,Auto,104177.57,20.98,18.0,2024-12-14,0,Active
LN001233,CUST00677,Personal,28768.0,10.21,18.0,2026-02-16,59,Active
LN001234,CUST00359,Auto,97024.15,8.64,12.0,2026-02-11,0,Active
LN001235,CUST00113,Personal,665896.95,13.68,48.0,2024-09-02,212,Written Off
LN001236,CUST00063,Auto,32170.67,12.54,12.0,2025-03-06,0,Active
LN001237,CUST00741,Auto,48470.97,10.26,36.0,2025-09-25,18,Active
LN001238,CUST00706,Auto,177130.92,19.04,6.0,2024-07-22,79,Active
LN001239,CUST00302,Home,234066.57,8.63,60.0,2024-10-05,0,Active
LN001240,CUST01174,Personal,998007.16,20.85,24.0,2025-06-14,67,Closed
LN001241,CUST00299,Home,131087.01,19.07,36.0,2024-02-26,30,Active
LN001242,CUST01109,Home,129916.41,11.64,36.0,2025-09-28,39,Active
LN001243,CUST00980,Education,129892.9,10.6,6.0,2026-05-31,0,Active
LN001244,CUST00793,Personal,40664.29,11.02,6.0,2025-11-07,27,Active
LN001245,CUST00136,Education,1198488.85,19.78,6.0,2024-12-08,3,Active
LN001246,CUST00929,Education,1033696.23,20.67,12.0,2024-03-31,0,Active
LN001247,CUST00755,Home,140405.09,11.88,18.0,2024-08-18,0,Active
LN001248,CUST00920,Business,107011.0,16.69,24.0,2024-05-19,20,Active
LN001249,CUST01008,Business,48529.77,12.13,60.0,2024-08-30,90,Closed
LN001250,CUST00540,Education,84327.37,15.29,36.0,2025-04-21,0,Active
LN001251,CUST00272,Auto,614169.52,15.54,48.0,2025-05-31,0,Active
LN001253,CUST00488,Auto,38971.96,21.39,18.0,2024-07-16,0,Active
LN001254,CUST00917,Home,51219.71,16.29,36.0,2024-07-18,0,Active
LN001255,CUST00098,Education,40129.38,16.06,18.0,2025-04-22,0,Active
LN001256,CUST00926,Personal,70240.13,8.58,18.0,2024-07-03,0,Active
LN001257,CUST01024,Auto,8504.55,18.04,12.0,2024-12-23,0,Active
LN001258,CUST01099,Auto,139604.96,16.18,48.0,2026-02-17,0,Active
LN001259,CUST01007,Business,38280.35,9.67,36.0,2024-06-28,0,Active
LN001260,CUST00236,Home,26181.54,9.16,36.0,2025-12-02,0,Active
LN001261,CUST01010,Business,25428.15,12.57,36.0,2024-10-07,0,Active
LN001263,CUST00351,Home,35275.24,16.35,48.0,2025-10-15,0,Active
LN001264,CUST00031,Personal,776213.28,19.4,24.0,2024-11-26,13,Active
LN001265,CUST00357,Home,88027.21,15.75,12.0,2024-10-25,15,Active
LN001266,CUST00550,Education,141754.13,18.82,36.0,2025-03-18,0,Active
LN001267,CUST00078,Education,188157.79,18.33,6.0,2024-03-06,8,Active
LN001268,CUST00514,Auto,27576.46,18.29,48.0,2025-08-07,0,Active
LN001269,CUST00136,Home,26828.28,15.8,18.0,2026-03-07,0,Active
LN001270,CUST00904,Auto,126386.88,17.85,12.0,2025-06-01,73,Active
LN001271,CUST00383,Home,92263.21,10.37,24.0,2024-09-09,0,Closed
LN001272,CUST00945,Business,700905.92,13.06,36.0,2024-09-14,0,Active
LN001273,CUST00316,Education,137892.66,14.57,36.0,2025-07-09,0,Active
LN001274,CUST01074,Auto,118326.29,20.58,48.0,2025-04-19,26,Active
LN001275,CUST00739,Education,581128.63,20.6,48.0,2025-05-07,0,Active
LN001276,CUST01110,Home,109142.66,20.18,48.0,2024-03-26,39,Active
LN001277,CUST00402,Education,61680.59,14.14,60.0,2025-06-05,0,Active
LN001278,CUST01180,Auto,486595.97,12.5,24.0,2024-03-15,37,Active
LN001279,CUST00830,Home,94396.9,18.58,6.0,2025-09-08,0,Active
LN001280,CUST00704,Auto,944628.68,18.55,36.0,2025-12-12,0,Active
LN001281,CUST00758,Education,39757.42,19.4,60.0,2025-10-16,0,Active
LN001282,CUST01063,Education,216416.08,20.09,60.0,2025-05-02,0,Active
LN001283,CUST00536,Home,102391.83,15.62,12.0,2026-05-25,4,Active
LN001284,CUST00232,Auto,394846.93,12.68,24.0,2024-09-26,0,Active
LN001285,CUST00078,Auto,110237.12,13.25,18.0,2024-01-25,0,Closed
LN001286,CUST00415,Auto,90652.98,11.44,48.0,2025-10-23,0,Active
LN001287,CUST01075,Business,108014.92,18.5,60.0,2025-10-01,0,Active
LN001288,CUST00307,Personal,41398.63,12.48,60.0,2024-08-12,0,Active
LN001289,CUST00785,Education,22053.02,12.59,6.0,2024-12-07,0,Active
LN001290,CUST00014,Auto,1008861.67,15.86,12.0,2025-05-28,47,Active
LN001291,CUST00678,Business,9434.61,11.63,60.0,2024-02-24,0,Active
LN001292,CUST00922,Home,43566.31,14.1,18.0,2025-03-06,35,Active
LN001293,CUST00573,Education,15383.06,12.43,18.0,2024-08-23,0,Active
LN001294,CUST00590,Home,120394.78,14.27,12.0,2025-01-03,90,Active
LN001295,CUST00053,Personal,97488.31,9.71,6.0,2026-05-26,0,Active
LN001296,CUST00149,Personal,145000.68,11.52,48.0,2026-01-18,58,Active
LN001297,CUST01069,Business,141349.16,16.1,48.0,2024-08-22,6,Active
LN001298,CUST00785,Business,154021.81,21.17,36.0,2024-10-09,0,Active
LN001299,CUST00904,Business,30658.42,20.13,48.0,2025-08-06,0,Closed
LN001300,CUST00344,Personal,1194292.47,9.5,12.0,2025-08-11,0,Active
LN001301,CUST00274,Auto,149068.18,16.03,6.0,2024-01-27,0,Active
LN001302,CUST00190,Personal,59559.99,14.57,48.0,2025-05-11,77,Active
LN001303,CUST00949,Auto,750930.94,12.37,36.0,2026-05-08,43,Active
LN001304,CUST00717,Home,317736.93,12.35,18.0,2025-02-11,12,Active
LN001305,CUST01170,Education,123069.21,11.64,12.0,2025-07-03,0,Active
LN001306,CUST01135,Business,134568.68,20.25,6.0,2024-05-15,0,Active
LN001307,CUST00360,Auto,102693.73,12.38,48.0,2025-02-18,0,Active
LN001308,CUST00382,Auto,115783.29,9.24,12.0,2025-07-03,0,Active
LN001309,CUST00351,Home,66151.98,12.77,24.0,2024-05-12,19,Closed
LN001310,CUST00342,Auto,1068484.43,19.37,18.0,2024-08-02,58,Active
LN001311,CUST00856,Business,130575.43,12.6,48.0,2025-01-17,29,Active
LN001312,CUST00041,Home,26032.43,12.36,18.0,2025-06-26,25,Active
LN001313,CUST01193,Education,478486.86,15.61,12.0,2026-05-30,0,Closed
LN001314,CUST00960,Personal,14872.52,14.77,48.0,2025-01-08,0,Active
LN001315,CUST01063,Personal,76322.62,14.26,12.0,2026-01-19,55,Active
LN001316,CUST00112,Personal,39829.78,9.2,12.0,2025-11-21,69,Active
LN001317,CUST00954,Education,26471.59,10.27,36.0,2025-01-02,0,Active
LN001318,CUST01054,Education,1129129.15,18.08,12.0,2025-11-24,0,Closed
LN001319,CUST00083,Home,82689.28,21.54,18.0,2026-05-15,0,Active
LN001320,CUST00657,Home,47984.98,11.38,6.0,2025-02-15,36,Active
LN001321,CUST00192,Education,107892.09,9.7,12.0,2024-03-26,0,Active
LN001322,CUST00190,Home,1114447.61,10.61,24.0,2025-11-10,24,Active
LN001323,CUST01181,Auto,800077.47,21.57,6.0,2025-02-05,16,Closed
LN001324,CUST00310,Auto,10452.0,9.65,6.0,2025-12-28,0,Active
LN001325,CUST00286,Personal,138227.68,14.56,36.0,2026-02-04,0,Active
LN001326,CUST00066,Home,225322.11,21.08,48.0,2026-01-13,30,Active
LN001327,CUST00439,Auto,138093.31,12.91,36.0,2025-08-05,0,Active
LN001328,CUST00618,Home,45931.4,17.06,12.0,2026-02-15,0,Closed
LN001329,CUST01075,Personal,29347.87,9.55,60.0,2025-06-21,11,Active
LN001330,CUST00397,Home,22677.76,10.93,24.0,2024-01-16,27,Active
LN001331,CUST00440,Education,27638.27,9.62,36.0,2024-07-19,0,Active
LN001332,CUST00469,Home,507234.14,14.37,12.0,2026-01-31,0,Active
LN001333,CUST00267,Home,45069.15,12.09,6.0,2024-01-17,89,Active
LN001334,CUST00111,Education,366181.68,14.78,18.0,2026-01-26,0,Active
LN001335,CUST00126,Personal,1128318.0,13.34,48.0,2024-05-26,0,Active
LN001336,CUST00577,Home,25726.21,20.66,6.0,2024-08-05,0,Active
LN001337,CUST00016,Home,140900.7,20.6,48.0,2024-06-13,0,Closed
LN001338,CUST01017,Business,19402.68,14.19,48.0,2024-04-06,0,Active
LN001339,CUST00713,Auto,359550.2,17.19,24.0,2025-08-14,69,Active
LN001340,CUST00890,Education,54126.34,19.33,6.0,2026-02-08,0,Active
LN001341,CUST00845,Business,23723.18,21.7,6.0,2025-10-09,0,Active
LN001342,CUST01115,Home,46073.41,10.83,6.0,2024-12-19,0,Active
LN001343,CUST00125,Education,1106375.94,14.06,12.0,2026-03-07,0,Active
LN001344,CUST00164,Home,141473.4,16.14,60.0,2024-02-20,0,Active
LN001345,CUST00359,Personal,100021.84,17.26,12.0,2024-06-11,0,Active
LN001346,CUST00916,Education,820046.9,9.76,24.0,2024-06-11,0,Closed
LN001347,CUST00411,Business,47643.06,14.91,12.0,2025-04-15,87,Active
LN001348,CUST01199,Auto,61243.69,12.69,12.0,2024-12-11,16,Closed
LN001349,CUST00206,Education,1060509.76,9.13,48.0,2025-06-28,0,Closed
LN001350,CUST00958,Personal,93621.97,11.59,6.0,2025-09-16,9,Active
LN001351,CUST01153,Home,38872.72,14.9,48.0,2024-06-07,11,Active
LN001352,CUST00087,Education,157451.36,13.36,36.0,2024-09-14,0,Active
LN001353,CUST00809,Auto,36618.33,21.41,24.0,2024-12-07,7,Active
LN001354,CUST01140,Business,47916.66,17.17,6.0,2025-08-06,64,Active
LN001355,CUST01170,Auto,282787.46,13.39,12.0,2025-09-20,44,Active
LN001356,CUST00593,Education,13951.84,16.62,6.0,2024-10-27,0,Closed
LN001357,CUST00883,Auto,29597.67,14.39,6.0,2026-01-10,0,Active
LN001358,CUST00183,Auto,1019321.2,9.02,60.0,2026-04-06,22,Closed
LN001359,CUST01118,Education,45236.74,19.77,18.0,2025-10-04,20,Active
LN001360,CUST00230,Education,129529.49,14.85,6.0,2025-03-03,0,Active
LN001361,CUST00145,Home,47610.63,11.75,18.0,2025-04-19,0,Active
LN001362,CUST01069,Education,46782.85,16.33,12.0,2024-05-07,220,Written Off
LN001363,CUST00053,Business,1107155.73,16.89,6.0,2024-11-25,0,Active
LN001364,CUST00779,Education,42406.06,18.85,18.0,2026-03-06,0,Active
LN001365,CUST01024,Home,29009.95,8.5,36.0,2024-02-16,50,Active
LN001366,CUST00804,Business,16271.73,19.38,60.0,2024-07-15,2,Active
LN001367,CUST00182,Home,27691.86,20.19,6.0,2025-03-25,0,Active
LN001368,CUST01133,Business,21038.21,18.59,18.0,2025-10-15,0,Active
LN001369,CUST00816,Personal,91589.77,19.2,48.0,2025-08-06,90,Active
LN001370,CUST01120,Education,98494.4,21.79,18.0,2024-05-25,0,Active
LN001371,CUST00314,Business,35001.9,12.34,6.0,2025-06-20,0,Active
LN001372,CUST00833,Auto,766106.3,19.79,36.0,2024-11-23,0,Active
LN001373,CUST00820,Auto,29196.15,17.46,36.0,2024-06-18,29,Active
LN001374,CUST01080,Personal,564547.65,10.53,36.0,2024-09-23,0,Active
LN001375,CUST00232,Auto,37828.46,8.77,48.0,2024-04-18,0,Active
LN001376,CUST00419,Auto,44521.36,15.62,6.0,2025-04-10,0,Active
LN001377,CUST00090,Education,657986.74,10.12,36.0,2025-07-08,0,Active
LN001378,CUST00571,Home,409313.68,20.8,12.0,2025-01-10,0,Closed
LN001379,CUST00593,Education,696242.01,19.01,60.0,2026-05-04,0,Active
LN001380,CUST00134,Home,6543.41,15.22,48.0,2026-01-23,19,Active
LN001381,CUST00006,Education,342069.07,14.34,60.0,2025-02-14,0,Active
LN001382,CUST00215,Education,101012.42,10.97,18.0,2024-01-24,0,Active
LN001383,CUST01103,Education,30051.92,18.47,12.0,2024-02-28,0,Active
LN001384,CUST00640,Home,24474.52,15.04,18.0,2026-03-01,11,Active
LN001385,CUST00370,Business,104253.28,16.85,48.0,2024-01-18,154,Active
LN001386,CUST00145,Personal,240084.0,20.96,24.0,2026-03-13,0,Active
LN001387,CUST00863,Auto,283457.74,16.5,24.0,2025-09-20,0,Active
LN001388,CUST00016,Education,128624.32,20.51,36.0,2026-05-07,0,Active
LN001389,CUST00601,Home,361469.06,16.78,48.0,2025-05-13,54,Active
LN001390,CUST00670,Personal,220340.65,11.8,12.0,2025-09-06,60,Active
LN001391,CUST00697,Business,37415.0,20.9,36.0,2026-05-03,40,Active
LN001392,CUST00060,Home,350841.24,20.76,12.0,2026-01-19,0,Active
LN001393,CUST00858,Personal,219121.34,16.22,18.0,2024-06-14,0,Active
LN001394,CUST00019,Auto,29031.63,20.37,24.0,2024-07-10,34,Active
LN001395,CUST00877,Business,656094.66,12.25,48.0,2024-06-21,0,Active
LN001396,CUST00162,Personal,62185.86,14.72,48.0,2025-08-18,0,Active
LN001397,CUST01059,Personal,26889.91,18.47,6.0,2025-04-30,48,Closed
LN001398,CUST01013,Personal,35107.41,10.2,12.0,2026-01-22,0,Active
LN001399,CUST00028,Business,289202.78,12.08,12.0,2025-03-02,58,Active
LN001400,CUST00338,Home,141367.11,11.46,36.0,2025-11-05,0,Active
LN001401,CUST00791,Education,39648.81,9.9,24.0,2026-04-13,0,Active
LN001402,CUST00359,Education,1084731.7,19.61,6.0,2026-01-22,8,Active
LN001403,CUST00550,Business,87382.11,16.34,48.0,2026-04-30,0,Active
LN001404,CUST00404,Auto,114885.59,17.94,12.0,2026-02-07,0,Active
LN001405,CUST01007,Personal,43688.65,14.69,48.0,2024-09-04,0,Active
LN001406,CUST00341,Auto,403852.73,20.47,6.0,2025-12-10,48,Active
LN001407,CUST00725,Education,9356.84,14.93,48.0,2026-05-20,0,Active
LN001408,CUST00086,Auto,958959.69,15.27,48.0,2025-06-30,0,Active
LN001409,CUST01031,Auto,50371.22,18.91,36.0,2025-09-01,0,Active
LN001410,CUST00213,Business,31665.57,13.63,48.0,2026-03-23,0,Active
LN001411,CUST00353,Home,785324.82,15.07,18.0,2025-09-14,0,Active
LN001412,CUST00741,Education,41572.98,15.81,24.0,2026-03-26,15,Active
LN001413,CUST00657,Personal,37040.38,21.29,36.0,2024-08-11,0,Active
LN001414,CUST00791,Business,28327.98,10.02,36.0,2024-10-28,226,Written Off
LN001415,CUST00125,Education,342758.61,13.99,24.0,2025-07-14,27,Active
LN001416,CUST00772,Personal,69811.38,10.81,60.0,2026-04-25,50,Active
LN001417,CUST00271,Auto,54737.29,16.76,36.0,2024-02-01,6,Active
LN001418,CUST00231,Business,47196.71,20.82,36.0,2024-07-26,0,Active
LN001419,CUST00354,Education,10920.44,12.58,6.0,2024-12-21,7,Active
LN001420,CUST00472,Personal,136361.07,9.99,6.0,2026-05-30,13,Active
LN001421,CUST01144,Business,5418.96,14.47,48.0,2025-01-25,0,Active
LN001422,CUST00191,Auto,721071.82,14.89,48.0,2026-03-30,70,Active
LN001423,CUST01046,Home,99712.15,14.36,24.0,2024-03-18,0,Active
LN001424,CUST00634,Personal,1100861.24,15.68,18.0,2024-10-07,0,Active
LN001425,CUST00828,Home,56986.55,20.15,18.0,2026-05-29,84,Active
LN001427,CUST00613,Auto,54487.06,15.96,6.0,2024-06-06,91,Active
LN001428,CUST00551,Education,37416.79,14.5,6.0,2025-02-06,12,Active
LN001429,CUST00603,Education,35147.91,8.51,24.0,2026-01-08,19,Active
LN001430,CUST01082,Education,124765.85,13.71,24.0,2024-11-26,29,Active
LN001431,CUST00994,Personal,19432.05,21.51,18.0,2026-03-19,0,Active
